"","trial","outcome_condition","rt","chose_risky","key_pressed","reward","color","session","total_earned","participant","risk_first_to_mind","total_risk","judged_percent","block","last_risk","condition","experiment"
"1321",1,"first_win","2668",FALSE,"right",0.5,"1","first_time",0.0125,"ct13",2.5,0.52,50,1,NA,"Control","Control"
"1322",2,"first_win","3258",TRUE,"left",1,"4","first_time",0.0375,"ct13",2.5,0.52,50,1,NA,"Control","Control"
"1323",3,"first_win","904",TRUE,"left",0,"4","first_time",0.0375,"ct13",2.5,0.52,50,1,1,"Control","Control"
"1324",4,"first_win","848",FALSE,"right",0.5,"1","first_time",0.05,"ct13",2.5,0.52,50,1,0,"Control","Control"
"1325",5,"first_win","707",TRUE,"left",1,"4","first_time",0.075,"ct13",2.5,0.52,50,1,0,"Control","Control"
"1326",6,"first_win","630",TRUE,"left",0,"4","first_time",0.075,"ct13",2.5,0.52,50,1,1,"Control","Control"
"1327",7,"first_win","603",FALSE,"right",0.5,"1","first_time",0.0875,"ct13",2.5,0.52,50,1,0,"Control","Control"
"1328",8,"first_win","478",TRUE,"left",1,"4","first_time",0.1125,"ct13",2.5,0.52,50,1,0,"Control","Control"
"1329",9,"first_win","577",FALSE,"right",0.5,"1","first_time",0.125,"ct13",2.5,0.52,50,1,1,"Control","Control"
"1330",10,"first_win","613",FALSE,"right",0.5,"1","first_time",0.1375,"ct13",2.5,0.52,50,1,1,"Control","Control"
"1331",11,"first_win","388",TRUE,"left",1,"4","first_time",0.1625,"ct13",2.5,0.52,50,1,1,"Control","Control"
"1332",12,"first_win","488",FALSE,"right",0.5,"1","first_time",0.175,"ct13",2.5,0.52,50,1,1,"Control","Control"
"1333",13,"first_win","378",FALSE,"right",0.5,"1","first_time",0.1875,"ct13",2.5,0.52,50,1,1,"Control","Control"
"1334",14,"first_win","333",TRUE,"left",1,"4","first_time",0.2125,"ct13",2.5,0.52,50,1,1,"Control","Control"
"1335",15,"first_win","574",FALSE,"right",0.5,"1","first_time",0.225,"ct13",2.5,0.52,50,1,1,"Control","Control"
"1336",16,"first_win","526",FALSE,"right",0.5,"1","first_time",0.2375,"ct13",2.5,0.52,50,1,1,"Control","Control"
"1337",17,"first_win","369",TRUE,"left",1,"4","first_time",0.2625,"ct13",2.5,0.52,50,1,1,"Control","Control"
"1338",18,"first_win","340",FALSE,"right",0.5,"1","first_time",0.275,"ct13",2.5,0.52,50,1,1,"Control","Control"
"1339",19,"first_win","1030",FALSE,"right",0.5,"1","first_time",0.2875,"ct13",2.5,0.52,50,1,1,"Control","Control"
"1340",20,"first_win","466",TRUE,"left",0,"4","first_time",0.2875,"ct13",2.5,0.52,50,1,1,"Control","Control"
"1341",21,"first_win","515",TRUE,"left",0,"4","first_time",0.2875,"ct13",2.5,0.52,50,2,0,"Control","Control"
"1342",22,"first_win","326",FALSE,"right",0.5,"1","first_time",0.3,"ct13",2.5,0.52,50,2,0,"Control","Control"
"1343",23,"first_win","742",FALSE,"right",0.5,"1","first_time",0.3125,"ct13",2.5,0.52,50,2,0,"Control","Control"
"1344",24,"first_win","281",FALSE,"right",0.5,"1","first_time",0.325,"ct13",2.5,0.52,50,2,0,"Control","Control"
"1345",25,"first_win","383",FALSE,"right",0.5,"1","first_time",0.3375,"ct13",2.5,0.52,50,2,0,"Control","Control"
"1346",26,"first_win","289",FALSE,"right",0.5,"1","first_time",0.35,"ct13",2.5,0.52,50,2,0,"Control","Control"
"1347",27,"first_win","542",FALSE,"right",0.5,"1","first_time",0.3625,"ct13",2.5,0.52,50,2,0,"Control","Control"
"1348",28,"first_win","513",FALSE,"right",0.5,"1","first_time",0.375,"ct13",2.5,0.52,50,2,0,"Control","Control"
"1349",29,"first_win","372",FALSE,"right",0.5,"1","first_time",0.3875,"ct13",2.5,0.52,50,2,0,"Control","Control"
"1350",30,"first_win","355",FALSE,"right",0.5,"1","first_time",0.4,"ct13",2.5,0.52,50,2,0,"Control","Control"
"1351",31,"first_win","789",FALSE,"right",0.5,"1","first_time",0.4125,"ct13",2.5,0.52,50,2,0,"Control","Control"
"1352",32,"first_win","345",TRUE,"left",0,"4","first_time",0.4125,"ct13",2.5,0.52,50,2,0,"Control","Control"
"1353",33,"first_win","619",FALSE,"right",0.5,"1","first_time",0.425,"ct13",2.5,0.52,50,2,0,"Control","Control"
"1354",34,"first_win","319",FALSE,"right",0.5,"1","first_time",0.4375,"ct13",2.5,0.52,50,2,0,"Control","Control"
"1355",35,"first_win","256",FALSE,"right",0.5,"1","first_time",0.45,"ct13",2.5,0.52,50,2,0,"Control","Control"
"1356",36,"first_win","317",FALSE,"right",0.5,"1","first_time",0.4625,"ct13",2.5,0.52,50,2,0,"Control","Control"
"1357",37,"first_win","255",FALSE,"right",0.5,"1","first_time",0.475,"ct13",2.5,0.52,50,2,0,"Control","Control"
"1358",38,"first_win","264",FALSE,"right",0.5,"1","first_time",0.4875,"ct13",2.5,0.52,50,2,0,"Control","Control"
"1359",39,"first_win","336",FALSE,"right",0.5,"1","first_time",0.5,"ct13",2.5,0.52,50,2,0,"Control","Control"
"1360",40,"first_win","399",FALSE,"right",0.5,"1","first_time",0.5125,"ct13",2.5,0.52,50,2,0,"Control","Control"
"1361",41,"first_win","352",TRUE,"left",0,"4","first_time",0.5125,"ct13",2.5,0.52,50,3,0,"Control","Control"
"1362",42,"first_win","242",TRUE,"left",0,"4","first_time",0.5125,"ct13",2.5,0.52,50,3,0,"Control","Control"
"1363",43,"first_win","227",FALSE,"right",0.5,"1","first_time",0.525,"ct13",2.5,0.52,50,3,0,"Control","Control"
"1364",44,"first_win","256",FALSE,"right",0.5,"1","first_time",0.5375,"ct13",2.5,0.52,50,3,0,"Control","Control"
"1365",45,"first_win","225",FALSE,"right",0.5,"1","first_time",0.55,"ct13",2.5,0.52,50,3,0,"Control","Control"
"1366",46,"first_win","194",FALSE,"right",0.5,"1","first_time",0.5625,"ct13",2.5,0.52,50,3,0,"Control","Control"
"1367",47,"first_win","290",FALSE,"right",0.5,"1","first_time",0.575,"ct13",2.5,0.52,50,3,0,"Control","Control"
"1368",48,"first_win","278",FALSE,"right",0.5,"1","first_time",0.5875,"ct13",2.5,0.52,50,3,0,"Control","Control"
"1369",49,"first_win","217",FALSE,"right",0.5,"1","first_time",0.6,"ct13",2.5,0.52,50,3,0,"Control","Control"
"1370",50,"first_win","282",FALSE,"right",0.5,"1","first_time",0.6125,"ct13",2.5,0.52,50,3,0,"Control","Control"
"1371",51,"first_win","397",FALSE,"right",0.5,"1","first_time",0.625,"ct13",2.5,0.52,50,3,0,"Control","Control"
"1372",52,"first_win","1098",TRUE,"left",0,"4","first_time",0.625,"ct13",2.5,0.52,50,3,0,"Control","Control"
"1373",53,"first_win","300",TRUE,"left",0,"4","first_time",0.625,"ct13",2.5,0.52,50,3,0,"Control","Control"
"1374",54,"first_win","285",TRUE,"left",0,"4","first_time",0.625,"ct13",2.5,0.52,50,3,0,"Control","Control"
"1375",55,"first_win","240",FALSE,"right",0.5,"1","first_time",0.6375,"ct13",2.5,0.52,50,3,0,"Control","Control"
"1376",56,"first_win","226",FALSE,"right",0.5,"1","first_time",0.65,"ct13",2.5,0.52,50,3,0,"Control","Control"
"1377",57,"first_win","178",FALSE,"right",0.5,"1","first_time",0.6625,"ct13",2.5,0.52,50,3,0,"Control","Control"
"1378",58,"first_win","309",FALSE,"right",0.5,"1","first_time",0.675,"ct13",2.5,0.52,50,3,0,"Control","Control"
"1379",59,"first_win","246",FALSE,"right",0.5,"1","first_time",0.6875,"ct13",2.5,0.52,50,3,0,"Control","Control"
"1380",60,"first_win","375",FALSE,"right",0.5,"1","first_time",0.7,"ct13",2.5,0.52,50,3,0,"Control","Control"
"1381",61,"first_win","431",FALSE,"right",0.5,"1","first_time",0.7125,"ct13",2.5,0.52,50,4,0,"Control","Control"
"1382",62,"first_win","241",FALSE,"right",0.5,"1","first_time",0.725,"ct13",2.5,0.52,50,4,0,"Control","Control"
"1383",63,"first_win","196",FALSE,"right",0.5,"1","first_time",0.7375,"ct13",2.5,0.52,50,4,0,"Control","Control"
"1384",64,"first_win","211",FALSE,"right",0.5,"1","first_time",0.75,"ct13",2.5,0.52,50,4,0,"Control","Control"
"1385",65,"first_win","629",TRUE,"left",0,"4","first_time",0.75,"ct13",2.5,0.52,50,4,0,"Control","Control"
"1386",66,"first_win","282",TRUE,"left",0,"4","first_time",0.75,"ct13",2.5,0.52,50,4,0,"Control","Control"
"1387",67,"first_win","556",TRUE,"left",1,"4","first_time",0.775,"ct13",2.5,0.52,50,4,0,"Control","Control"
"1388",68,"first_win","969",TRUE,"left",1,"4","first_time",0.8,"ct13",2.5,0.52,50,4,1,"Control","Control"
"1389",69,"first_win","495",TRUE,"left",1,"4","first_time",0.825,"ct13",2.5,0.52,50,4,1,"Control","Control"
"1390",70,"first_win","369",TRUE,"left",1,"4","first_time",0.85,"ct13",2.5,0.52,50,4,1,"Control","Control"
"1391",71,"first_win","272",TRUE,"left",0,"4","first_time",0.85,"ct13",2.5,0.52,50,4,1,"Control","Control"
"1392",72,"first_win","419",TRUE,"left",1,"4","first_time",0.875,"ct13",2.5,0.52,50,4,0,"Control","Control"
"1393",73,"first_win","245",TRUE,"left",0,"4","first_time",0.875,"ct13",2.5,0.52,50,4,1,"Control","Control"
"1394",74,"first_win","517",TRUE,"left",0,"4","first_time",0.875,"ct13",2.5,0.52,50,4,0,"Control","Control"
"1395",75,"first_win","263",TRUE,"left",1,"4","first_time",0.9,"ct13",2.5,0.52,50,4,0,"Control","Control"
"1396",76,"first_win","407",TRUE,"left",0,"4","first_time",0.9,"ct13",2.5,0.52,50,4,1,"Control","Control"
"1397",77,"first_win","456",TRUE,"left",1,"4","first_time",0.925,"ct13",2.5,0.52,50,4,0,"Control","Control"
"1398",78,"first_win","538",TRUE,"left",1,"4","first_time",0.95,"ct13",2.5,0.52,50,4,1,"Control","Control"
"1399",79,"first_win","522",TRUE,"left",0,"4","first_time",0.95,"ct13",2.5,0.52,50,4,1,"Control","Control"
"1400",80,"first_win","299",TRUE,"left",1,"4","first_time",0.975,"ct13",2.5,0.52,50,4,0,"Control","Control"
"1401",81,"first_win","220",TRUE,"left",0,"4","first_time",0.975,"ct13",2.5,0.52,50,5,1,"Control","Control"
"1402",82,"first_win","831",TRUE,"left",1,"4","first_time",1,"ct13",2.5,0.52,50,5,0,"Control","Control"
"1403",83,"first_win","672",TRUE,"left",0,"4","first_time",1,"ct13",2.5,0.52,50,5,1,"Control","Control"
"1404",84,"first_win","195",TRUE,"left",1,"4","first_time",1.025,"ct13",2.5,0.52,50,5,0,"Control","Control"
"1405",85,"first_win","241",TRUE,"left",1,"4","first_time",1.05,"ct13",2.5,0.52,50,5,1,"Control","Control"
"1406",86,"first_win","195",TRUE,"left",1,"4","first_time",1.075,"ct13",2.5,0.52,50,5,1,"Control","Control"
"1407",87,"first_win","166",TRUE,"left",0,"4","first_time",1.075,"ct13",2.5,0.52,50,5,1,"Control","Control"
"1408",88,"first_win","259",TRUE,"left",0,"4","first_time",1.075,"ct13",2.5,0.52,50,5,0,"Control","Control"
"1409",89,"first_win","183",TRUE,"left",1,"4","first_time",1.1,"ct13",2.5,0.52,50,5,0,"Control","Control"
"1410",90,"first_win","281",TRUE,"left",0,"4","first_time",1.1,"ct13",2.5,0.52,50,5,1,"Control","Control"
"1411",91,"first_win","208",TRUE,"left",1,"4","first_time",1.125,"ct13",2.5,0.52,50,5,0,"Control","Control"
"1412",92,"first_win","242",TRUE,"left",1,"4","first_time",1.15,"ct13",2.5,0.52,50,5,1,"Control","Control"
"1413",93,"first_win","338",TRUE,"left",1,"4","first_time",1.175,"ct13",2.5,0.52,50,5,1,"Control","Control"
"1414",94,"first_win","580",TRUE,"left",1,"4","first_time",1.2,"ct13",2.5,0.52,50,5,1,"Control","Control"
"1415",95,"first_win","340",TRUE,"left",1,"4","first_time",1.225,"ct13",2.5,0.52,50,5,1,"Control","Control"
"1416",96,"first_win","213",TRUE,"left",1,"4","first_time",1.25,"ct13",2.5,0.52,50,5,1,"Control","Control"
"1417",97,"first_win","300",TRUE,"left",1,"4","first_time",1.275,"ct13",2.5,0.52,50,5,1,"Control","Control"
"1418",98,"first_win","243",TRUE,"left",1,"4","first_time",1.3,"ct13",2.5,0.52,50,5,1,"Control","Control"
"1419",99,"first_win","231",TRUE,"left",0,"4","first_time",1.3,"ct13",2.5,0.52,50,5,1,"Control","Control"
"1420",100,"first_win","151",TRUE,"left",1,"4","first_time",1.325,"ct13",2.5,0.52,50,5,0,"Control","Control"
"1431",1,"second_win","-1",NA,NA,-1,NA,"first_time",0,"ct14",2.5,0.686868686868687,25,1,NA,"Control","Control"
"1432",2,"second_win","416",TRUE,"left",0,"1","first_time",0,"ct14",2.5,0.686868686868687,25,1,NA,"Control","Control"
"1433",3,"second_win","2086",FALSE,"right",0.5,"4","first_time",0.0125,"ct14",2.5,0.686868686868687,25,1,0,"Control","Control"
"1434",4,"second_win","2806",FALSE,"right",0.5,"4","first_time",0.025,"ct14",2.5,0.686868686868687,25,1,0,"Control","Control"
"1435",5,"second_win","1694",FALSE,"right",0.5,"4","first_time",0.0375,"ct14",2.5,0.686868686868687,25,1,0,"Control","Control"
"1436",6,"second_win","1153",TRUE,"left",1,"1","first_time",0.0625,"ct14",2.5,0.686868686868687,25,1,0,"Control","Control"
"1437",7,"second_win","2195",TRUE,"left",0,"1","first_time",0.0625,"ct14",2.5,0.686868686868687,25,1,1,"Control","Control"
"1438",8,"second_win","590",FALSE,"right",0.5,"4","first_time",0.075,"ct14",2.5,0.686868686868687,25,1,0,"Control","Control"
"1439",9,"second_win","1792",TRUE,"left",1,"1","first_time",0.1,"ct14",2.5,0.686868686868687,25,1,0,"Control","Control"
"1440",10,"second_win","1435",TRUE,"left",1,"1","first_time",0.125,"ct14",2.5,0.686868686868687,25,1,1,"Control","Control"
"1441",11,"second_win","949",FALSE,"right",0.5,"4","first_time",0.1375,"ct14",2.5,0.686868686868687,25,1,1,"Control","Control"
"1442",12,"second_win","636",FALSE,"right",0.5,"4","first_time",0.15,"ct14",2.5,0.686868686868687,25,1,1,"Control","Control"
"1443",13,"second_win","643",TRUE,"left",1,"1","first_time",0.175,"ct14",2.5,0.686868686868687,25,1,1,"Control","Control"
"1444",14,"second_win","809",TRUE,"left",1,"1","first_time",0.2,"ct14",2.5,0.686868686868687,25,1,1,"Control","Control"
"1445",15,"second_win","1017",TRUE,"left",0,"1","first_time",0.2,"ct14",2.5,0.686868686868687,25,1,1,"Control","Control"
"1446",16,"second_win","1643",FALSE,"right",0.5,"4","first_time",0.2125,"ct14",2.5,0.686868686868687,25,1,0,"Control","Control"
"1447",17,"second_win","716",TRUE,"left",1,"1","first_time",0.2375,"ct14",2.5,0.686868686868687,25,1,0,"Control","Control"
"1448",18,"second_win","1081",TRUE,"left",1,"1","first_time",0.2625,"ct14",2.5,0.686868686868687,25,1,1,"Control","Control"
"1449",19,"second_win","1271",FALSE,"right",0.5,"4","first_time",0.275,"ct14",2.5,0.686868686868687,25,1,1,"Control","Control"
"1450",20,"second_win","734",TRUE,"left",1,"1","first_time",0.3,"ct14",2.5,0.686868686868687,25,1,1,"Control","Control"
"1451",21,"second_win","780",TRUE,"left",1,"1","first_time",0.325,"ct14",2.5,0.686868686868687,25,2,1,"Control","Control"
"1452",22,"second_win","885",FALSE,"right",0.5,"4","first_time",0.3375,"ct14",2.5,0.686868686868687,25,2,1,"Control","Control"
"1453",23,"second_win","1272",TRUE,"left",1,"1","first_time",0.3625,"ct14",2.5,0.686868686868687,25,2,1,"Control","Control"
"1454",24,"second_win","793",TRUE,"left",1,"1","first_time",0.3875,"ct14",2.5,0.686868686868687,25,2,1,"Control","Control"
"1455",25,"second_win","506",FALSE,"right",0.5,"4","first_time",0.4,"ct14",2.5,0.686868686868687,25,2,1,"Control","Control"
"1456",26,"second_win","571",TRUE,"left",0,"1","first_time",0.4,"ct14",2.5,0.686868686868687,25,2,1,"Control","Control"
"1457",27,"second_win","1621",TRUE,"left",1,"1","first_time",0.425,"ct14",2.5,0.686868686868687,25,2,0,"Control","Control"
"1458",28,"second_win","975",TRUE,"left",0,"1","first_time",0.425,"ct14",2.5,0.686868686868687,25,2,1,"Control","Control"
"1459",29,"second_win","859",FALSE,"right",0.5,"4","first_time",0.4375,"ct14",2.5,0.686868686868687,25,2,0,"Control","Control"
"1460",30,"second_win","795",TRUE,"left",0,"1","first_time",0.4375,"ct14",2.5,0.686868686868687,25,2,0,"Control","Control"
"1461",31,"second_win","1556",TRUE,"left",1,"1","first_time",0.4625,"ct14",2.5,0.686868686868687,25,2,0,"Control","Control"
"1462",32,"second_win","1854",TRUE,"left",0,"1","first_time",0.4625,"ct14",2.5,0.686868686868687,25,2,1,"Control","Control"
"1463",33,"second_win","815",FALSE,"right",0.5,"4","first_time",0.475,"ct14",2.5,0.686868686868687,25,2,0,"Control","Control"
"1464",34,"second_win","1963",TRUE,"left",1,"1","first_time",0.5,"ct14",2.5,0.686868686868687,25,2,0,"Control","Control"
"1465",35,"second_win","807",FALSE,"right",0.5,"4","first_time",0.5125,"ct14",2.5,0.686868686868687,25,2,1,"Control","Control"
"1466",36,"second_win","591",TRUE,"left",1,"1","first_time",0.5375,"ct14",2.5,0.686868686868687,25,2,1,"Control","Control"
"1467",37,"second_win","1265",TRUE,"left",0,"1","first_time",0.5375,"ct14",2.5,0.686868686868687,25,2,1,"Control","Control"
"1468",38,"second_win","1122",FALSE,"right",0.5,"4","first_time",0.55,"ct14",2.5,0.686868686868687,25,2,0,"Control","Control"
"1469",39,"second_win","805",TRUE,"left",1,"1","first_time",0.575,"ct14",2.5,0.686868686868687,25,2,0,"Control","Control"
"1470",40,"second_win","911",FALSE,"right",0.5,"4","first_time",0.5875,"ct14",2.5,0.686868686868687,25,2,1,"Control","Control"
"1471",41,"second_win","712",TRUE,"left",0,"1","first_time",0.5875,"ct14",2.5,0.686868686868687,25,3,1,"Control","Control"
"1472",42,"second_win","593",FALSE,"right",0.5,"4","first_time",0.6,"ct14",2.5,0.686868686868687,25,3,0,"Control","Control"
"1473",43,"second_win","488",FALSE,"right",0.5,"4","first_time",0.6125,"ct14",2.5,0.686868686868687,25,3,0,"Control","Control"
"1474",44,"second_win","416",TRUE,"left",0,"1","first_time",0.6125,"ct14",2.5,0.686868686868687,25,3,0,"Control","Control"
"1475",45,"second_win","1166",TRUE,"left",0,"1","first_time",0.6125,"ct14",2.5,0.686868686868687,25,3,0,"Control","Control"
"1476",46,"second_win","1063",TRUE,"left",0,"1","first_time",0.6125,"ct14",2.5,0.686868686868687,25,3,0,"Control","Control"
"1477",47,"second_win","822",FALSE,"right",0.5,"4","first_time",0.625,"ct14",2.5,0.686868686868687,25,3,0,"Control","Control"
"1478",48,"second_win","499",FALSE,"right",0.5,"4","first_time",0.6375,"ct14",2.5,0.686868686868687,25,3,0,"Control","Control"
"1479",49,"second_win","1028",TRUE,"left",1,"1","first_time",0.6625,"ct14",2.5,0.686868686868687,25,3,0,"Control","Control"
"1480",50,"second_win","1454",TRUE,"left",1,"1","first_time",0.6875,"ct14",2.5,0.686868686868687,25,3,1,"Control","Control"
"1481",51,"second_win","712",FALSE,"right",0.5,"4","first_time",0.7,"ct14",2.5,0.686868686868687,25,3,1,"Control","Control"
"1482",52,"second_win","656",TRUE,"left",0,"1","first_time",0.7,"ct14",2.5,0.686868686868687,25,3,1,"Control","Control"
"1483",53,"second_win","433",FALSE,"right",0.5,"4","first_time",0.7125,"ct14",2.5,0.686868686868687,25,3,0,"Control","Control"
"1484",54,"second_win","839",FALSE,"right",0.5,"4","first_time",0.725,"ct14",2.5,0.686868686868687,25,3,0,"Control","Control"
"1485",55,"second_win","664",TRUE,"left",0,"1","first_time",0.725,"ct14",2.5,0.686868686868687,25,3,0,"Control","Control"
"1486",56,"second_win","976",TRUE,"left",1,"1","first_time",0.75,"ct14",2.5,0.686868686868687,25,3,0,"Control","Control"
"1487",57,"second_win","944",FALSE,"right",0.5,"4","first_time",0.7625,"ct14",2.5,0.686868686868687,25,3,1,"Control","Control"
"1488",58,"second_win","785",FALSE,"right",0.5,"4","first_time",0.775,"ct14",2.5,0.686868686868687,25,3,1,"Control","Control"
"1489",59,"second_win","658",FALSE,"right",0.5,"4","first_time",0.7875,"ct14",2.5,0.686868686868687,25,3,1,"Control","Control"
"1490",60,"second_win","1051",TRUE,"left",1,"1","first_time",0.8125,"ct14",2.5,0.686868686868687,25,3,1,"Control","Control"
"1491",61,"second_win","1322",TRUE,"left",0,"1","first_time",0.8125,"ct14",2.5,0.686868686868687,25,4,1,"Control","Control"
"1492",62,"second_win","651",FALSE,"right",0.5,"4","first_time",0.825,"ct14",2.5,0.686868686868687,25,4,0,"Control","Control"
"1493",63,"second_win","665",FALSE,"right",0.5,"4","first_time",0.8375,"ct14",2.5,0.686868686868687,25,4,0,"Control","Control"
"1494",64,"second_win","634",FALSE,"right",0.5,"4","first_time",0.85,"ct14",2.5,0.686868686868687,25,4,0,"Control","Control"
"1495",65,"second_win","415",TRUE,"left",0,"1","first_time",0.85,"ct14",2.5,0.686868686868687,25,4,0,"Control","Control"
"1496",66,"second_win","536",FALSE,"right",0.5,"4","first_time",0.8625,"ct14",2.5,0.686868686868687,25,4,0,"Control","Control"
"1497",67,"second_win","518",TRUE,"left",0,"1","first_time",0.8625,"ct14",2.5,0.686868686868687,25,4,0,"Control","Control"
"1498",68,"second_win","675",TRUE,"left",1,"1","first_time",0.8875,"ct14",2.5,0.686868686868687,25,4,0,"Control","Control"
"1499",69,"second_win","1445",TRUE,"left",0,"1","first_time",0.8875,"ct14",2.5,0.686868686868687,25,4,1,"Control","Control"
"1500",70,"second_win","1063",TRUE,"left",0,"1","first_time",0.8875,"ct14",2.5,0.686868686868687,25,4,0,"Control","Control"
"1501",71,"second_win","853",TRUE,"left",1,"1","first_time",0.9125,"ct14",2.5,0.686868686868687,25,4,0,"Control","Control"
"1502",72,"second_win","933",TRUE,"left",1,"1","first_time",0.9375,"ct14",2.5,0.686868686868687,25,4,1,"Control","Control"
"1503",73,"second_win","716",TRUE,"left",0,"1","first_time",0.9375,"ct14",2.5,0.686868686868687,25,4,1,"Control","Control"
"1504",74,"second_win","643",TRUE,"left",1,"1","first_time",0.9625,"ct14",2.5,0.686868686868687,25,4,0,"Control","Control"
"1505",75,"second_win","1023",TRUE,"left",1,"1","first_time",0.9875,"ct14",2.5,0.686868686868687,25,4,1,"Control","Control"
"1506",76,"second_win","1064",TRUE,"left",0,"1","first_time",0.9875,"ct14",2.5,0.686868686868687,25,4,1,"Control","Control"
"1507",77,"second_win","551",TRUE,"left",0,"1","first_time",0.9875,"ct14",2.5,0.686868686868687,25,4,0,"Control","Control"
"1508",78,"second_win","967",TRUE,"left",1,"1","first_time",1.0125,"ct14",2.5,0.686868686868687,25,4,0,"Control","Control"
"1509",79,"second_win","558",TRUE,"left",0,"1","first_time",1.0125,"ct14",2.5,0.686868686868687,25,4,1,"Control","Control"
"1510",80,"second_win","598",TRUE,"left",1,"1","first_time",1.0375,"ct14",2.5,0.686868686868687,25,4,0,"Control","Control"
"1511",81,"second_win","494",TRUE,"left",0,"1","first_time",1.0375,"ct14",2.5,0.686868686868687,25,5,1,"Control","Control"
"1512",82,"second_win","438",TRUE,"left",0,"1","first_time",1.0375,"ct14",2.5,0.686868686868687,25,5,0,"Control","Control"
"1513",83,"second_win","1046",TRUE,"left",0,"1","first_time",1.0375,"ct14",2.5,0.686868686868687,25,5,0,"Control","Control"
"1514",84,"second_win","403",TRUE,"left",0,"1","first_time",1.0375,"ct14",2.5,0.686868686868687,25,5,0,"Control","Control"
"1515",85,"second_win","522",TRUE,"left",1,"1","first_time",1.0625,"ct14",2.5,0.686868686868687,25,5,0,"Control","Control"
"1516",86,"second_win","642",TRUE,"left",0,"1","first_time",1.0625,"ct14",2.5,0.686868686868687,25,5,1,"Control","Control"
"1517",87,"second_win","407",TRUE,"left",1,"1","first_time",1.0875,"ct14",2.5,0.686868686868687,25,5,0,"Control","Control"
"1518",88,"second_win","1454",FALSE,"right",0.5,"4","first_time",1.1,"ct14",2.5,0.686868686868687,25,5,1,"Control","Control"
"1519",89,"second_win","439",TRUE,"left",0,"1","first_time",1.1,"ct14",2.5,0.686868686868687,25,5,1,"Control","Control"
"1520",90,"second_win","1872",TRUE,"left",1,"1","first_time",1.125,"ct14",2.5,0.686868686868687,25,5,0,"Control","Control"
"1521",91,"second_win","1033",TRUE,"left",0,"1","first_time",1.125,"ct14",2.5,0.686868686868687,25,5,1,"Control","Control"
"1522",92,"second_win","603",TRUE,"left",0,"1","first_time",1.125,"ct14",2.5,0.686868686868687,25,5,0,"Control","Control"
"1523",93,"second_win","803",FALSE,"right",0.5,"4","first_time",1.1375,"ct14",2.5,0.686868686868687,25,5,0,"Control","Control"
"1524",94,"second_win","524",TRUE,"left",0,"1","first_time",1.1375,"ct14",2.5,0.686868686868687,25,5,0,"Control","Control"
"1525",95,"second_win","418",TRUE,"left",1,"1","first_time",1.1625,"ct14",2.5,0.686868686868687,25,5,0,"Control","Control"
"1526",96,"second_win","712",TRUE,"left",1,"1","first_time",1.1875,"ct14",2.5,0.686868686868687,25,5,1,"Control","Control"
"1527",97,"second_win","598",TRUE,"left",1,"1","first_time",1.2125,"ct14",2.5,0.686868686868687,25,5,1,"Control","Control"
"1528",98,"second_win","2205",TRUE,"left",0,"1","first_time",1.2125,"ct14",2.5,0.686868686868687,25,5,1,"Control","Control"
"1529",99,"second_win","661",TRUE,"left",0,"1","first_time",1.2125,"ct14",2.5,0.686868686868687,25,5,0,"Control","Control"
"1530",100,"second_win","270",TRUE,"left",1,"1","first_time",1.2375,"ct14",2.5,0.686868686868687,25,5,0,"Control","Control"
"1541",1,"second_win","2628",FALSE,"left",0.5,"2","first_time",0.0125,"ct15",2.5,0.408163265306122,0,1,NA,"Control","Control"
"1542",2,"second_win","2334",FALSE,"left",0.5,"2","first_time",0.025,"ct15",2.5,0.408163265306122,0,1,NA,"Control","Control"
"1543",3,"second_win","-1",NA,NA,-1,NA,"first_time",0.025,"ct15",2.5,0.408163265306122,0,1,NA,"Control","Control"
"1544",4,"second_win","883",FALSE,"left",0.5,"2","first_time",0.0375,"ct15",2.5,0.408163265306122,0,1,NA,"Control","Control"
"1545",5,"second_win","1462",FALSE,"left",0.5,"2","first_time",0.05,"ct15",2.5,0.408163265306122,0,1,NA,"Control","Control"
"1546",6,"second_win","423",TRUE,"right",0,"3","first_time",0.05,"ct15",2.5,0.408163265306122,0,1,NA,"Control","Control"
"1547",7,"second_win","-1",NA,NA,-1,NA,"first_time",0.05,"ct15",2.5,0.408163265306122,0,1,0,"Control","Control"
"1548",8,"second_win","568",FALSE,"left",0.5,"2","first_time",0.0625,"ct15",2.5,0.408163265306122,0,1,0,"Control","Control"
"1549",9,"second_win","937",TRUE,"right",1,"3","first_time",0.0875,"ct15",2.5,0.408163265306122,0,1,0,"Control","Control"
"1550",10,"second_win","762",TRUE,"right",0,"3","first_time",0.0875,"ct15",2.5,0.408163265306122,0,1,1,"Control","Control"
"1551",11,"second_win","673",TRUE,"right",1,"3","first_time",0.1125,"ct15",2.5,0.408163265306122,0,1,0,"Control","Control"
"1552",12,"second_win","596",FALSE,"left",0.5,"2","first_time",0.125,"ct15",2.5,0.408163265306122,0,1,1,"Control","Control"
"1553",13,"second_win","422",TRUE,"right",1,"3","first_time",0.15,"ct15",2.5,0.408163265306122,0,1,1,"Control","Control"
"1554",14,"second_win","381",FALSE,"left",0.5,"2","first_time",0.1625,"ct15",2.5,0.408163265306122,0,1,1,"Control","Control"
"1555",15,"second_win","544",TRUE,"right",1,"3","first_time",0.1875,"ct15",2.5,0.408163265306122,0,1,1,"Control","Control"
