"","trial","outcome_condition","rt","chose_risky","key_pressed","reward","color","session","total_earned","participant","risk_first_to_mind","total_risk","judged_percent","block","last_risk","condition","experiment"
"1556",16,"second_win","803",FALSE,"left",0.5,"2","first_time",0.2,"ct15",2.5,0.408163265306122,0,1,1,"Control","Control"
"1557",17,"second_win","1366",TRUE,"right",0,"3","first_time",0.2,"ct15",2.5,0.408163265306122,0,1,1,"Control","Control"
"1558",18,"second_win","497",FALSE,"left",0.5,"2","first_time",0.2125,"ct15",2.5,0.408163265306122,0,1,0,"Control","Control"
"1559",19,"second_win","760",TRUE,"right",0,"3","first_time",0.2125,"ct15",2.5,0.408163265306122,0,1,0,"Control","Control"
"1560",20,"second_win","416",TRUE,"right",0,"3","first_time",0.2125,"ct15",2.5,0.408163265306122,0,1,0,"Control","Control"
"1561",21,"second_win","457",TRUE,"right",0,"3","first_time",0.2125,"ct15",2.5,0.408163265306122,0,2,0,"Control","Control"
"1562",22,"second_win","348",TRUE,"right",0,"3","first_time",0.2125,"ct15",2.5,0.408163265306122,0,2,0,"Control","Control"
"1563",23,"second_win","414",FALSE,"left",0.5,"2","first_time",0.225,"ct15",2.5,0.408163265306122,0,2,0,"Control","Control"
"1564",24,"second_win","368",FALSE,"left",0.5,"2","first_time",0.2375,"ct15",2.5,0.408163265306122,0,2,0,"Control","Control"
"1565",25,"second_win","421",FALSE,"left",0.5,"2","first_time",0.25,"ct15",2.5,0.408163265306122,0,2,0,"Control","Control"
"1566",26,"second_win","472",FALSE,"left",0.5,"2","first_time",0.2625,"ct15",2.5,0.408163265306122,0,2,0,"Control","Control"
"1567",27,"second_win","540",TRUE,"right",0,"3","first_time",0.2625,"ct15",2.5,0.408163265306122,0,2,0,"Control","Control"
"1568",28,"second_win","350",FALSE,"left",0.5,"2","first_time",0.275,"ct15",2.5,0.408163265306122,0,2,0,"Control","Control"
"1569",29,"second_win","448",FALSE,"left",0.5,"2","first_time",0.2875,"ct15",2.5,0.408163265306122,0,2,0,"Control","Control"
"1570",30,"second_win","418",FALSE,"left",0.5,"2","first_time",0.3,"ct15",2.5,0.408163265306122,0,2,0,"Control","Control"
"1571",31,"second_win","1542",FALSE,"left",0.5,"2","first_time",0.3125,"ct15",2.5,0.408163265306122,0,2,0,"Control","Control"
"1572",32,"second_win","982",FALSE,"left",0.5,"2","first_time",0.325,"ct15",2.5,0.408163265306122,0,2,0,"Control","Control"
"1573",33,"second_win","1110",TRUE,"right",0,"3","first_time",0.325,"ct15",2.5,0.408163265306122,0,2,0,"Control","Control"
"1574",34,"second_win","696",FALSE,"left",0.5,"2","first_time",0.3375,"ct15",2.5,0.408163265306122,0,2,0,"Control","Control"
"1575",35,"second_win","443",FALSE,"left",0.5,"2","first_time",0.35,"ct15",2.5,0.408163265306122,0,2,0,"Control","Control"
"1576",36,"second_win","604",TRUE,"right",1,"3","first_time",0.375,"ct15",2.5,0.408163265306122,0,2,0,"Control","Control"
"1577",37,"second_win","431",FALSE,"left",0.5,"2","first_time",0.3875,"ct15",2.5,0.408163265306122,0,2,1,"Control","Control"
"1578",38,"second_win","357",FALSE,"left",0.5,"2","first_time",0.4,"ct15",2.5,0.408163265306122,0,2,1,"Control","Control"
"1579",39,"second_win","409",TRUE,"right",1,"3","first_time",0.425,"ct15",2.5,0.408163265306122,0,2,1,"Control","Control"
"1580",40,"second_win","555",FALSE,"left",0.5,"2","first_time",0.4375,"ct15",2.5,0.408163265306122,0,2,1,"Control","Control"
"1581",41,"second_win","299",FALSE,"left",0.5,"2","first_time",0.45,"ct15",2.5,0.408163265306122,0,3,1,"Control","Control"
"1582",42,"second_win","366",TRUE,"right",1,"3","first_time",0.475,"ct15",2.5,0.408163265306122,0,3,1,"Control","Control"
"1583",43,"second_win","335",FALSE,"left",0.5,"2","first_time",0.4875,"ct15",2.5,0.408163265306122,0,3,1,"Control","Control"
"1584",44,"second_win","416",FALSE,"left",0.5,"2","first_time",0.5,"ct15",2.5,0.408163265306122,0,3,1,"Control","Control"
"1585",45,"second_win","338",TRUE,"right",0,"3","first_time",0.5,"ct15",2.5,0.408163265306122,0,3,1,"Control","Control"
"1586",46,"second_win","964",TRUE,"right",1,"3","first_time",0.525,"ct15",2.5,0.408163265306122,0,3,0,"Control","Control"
"1587",47,"second_win","405",FALSE,"left",0.5,"2","first_time",0.5375,"ct15",2.5,0.408163265306122,0,3,1,"Control","Control"
"1588",48,"second_win","345",FALSE,"left",0.5,"2","first_time",0.55,"ct15",2.5,0.408163265306122,0,3,1,"Control","Control"
"1589",49,"second_win","344",FALSE,"left",0.5,"2","first_time",0.5625,"ct15",2.5,0.408163265306122,0,3,1,"Control","Control"
"1590",50,"second_win","396",TRUE,"right",0,"3","first_time",0.5625,"ct15",2.5,0.408163265306122,0,3,1,"Control","Control"
"1591",51,"second_win","639",TRUE,"right",0,"3","first_time",0.5625,"ct15",2.5,0.408163265306122,0,3,0,"Control","Control"
"1592",52,"second_win","304",TRUE,"right",0,"3","first_time",0.5625,"ct15",2.5,0.408163265306122,0,3,0,"Control","Control"
"1593",53,"second_win","431",TRUE,"right",1,"3","first_time",0.5875,"ct15",2.5,0.408163265306122,0,3,0,"Control","Control"
"1594",54,"second_win","335",FALSE,"left",0.5,"2","first_time",0.6,"ct15",2.5,0.408163265306122,0,3,1,"Control","Control"
"1595",55,"second_win","258",FALSE,"left",0.5,"2","first_time",0.6125,"ct15",2.5,0.408163265306122,0,3,1,"Control","Control"
"1596",56,"second_win","244",FALSE,"left",0.5,"2","first_time",0.625,"ct15",2.5,0.408163265306122,0,3,1,"Control","Control"
"1597",57,"second_win","372",TRUE,"right",1,"3","first_time",0.65,"ct15",2.5,0.408163265306122,0,3,1,"Control","Control"
"1598",58,"second_win","295",FALSE,"left",0.5,"2","first_time",0.6625,"ct15",2.5,0.408163265306122,0,3,1,"Control","Control"
"1599",59,"second_win","346",FALSE,"left",0.5,"2","first_time",0.675,"ct15",2.5,0.408163265306122,0,3,1,"Control","Control"
"1600",60,"second_win","377",FALSE,"left",0.5,"2","first_time",0.6875,"ct15",2.5,0.408163265306122,0,3,1,"Control","Control"
"1601",61,"second_win","351",TRUE,"right",1,"3","first_time",0.7125,"ct15",2.5,0.408163265306122,0,4,1,"Control","Control"
"1602",62,"second_win","354",FALSE,"left",0.5,"2","first_time",0.725,"ct15",2.5,0.408163265306122,0,4,1,"Control","Control"
"1603",63,"second_win","386",FALSE,"left",0.5,"2","first_time",0.7375,"ct15",2.5,0.408163265306122,0,4,1,"Control","Control"
"1604",64,"second_win","485",FALSE,"left",0.5,"2","first_time",0.75,"ct15",2.5,0.408163265306122,0,4,1,"Control","Control"
"1605",65,"second_win","346",TRUE,"right",1,"3","first_time",0.775,"ct15",2.5,0.408163265306122,0,4,1,"Control","Control"
"1606",66,"second_win","413",FALSE,"left",0.5,"2","first_time",0.7875,"ct15",2.5,0.408163265306122,0,4,1,"Control","Control"
"1607",67,"second_win","463",FALSE,"left",0.5,"2","first_time",0.8,"ct15",2.5,0.408163265306122,0,4,1,"Control","Control"
"1608",68,"second_win","320",FALSE,"left",0.5,"2","first_time",0.8125,"ct15",2.5,0.408163265306122,0,4,1,"Control","Control"
"1609",69,"second_win","273",FALSE,"left",0.5,"2","first_time",0.825,"ct15",2.5,0.408163265306122,0,4,1,"Control","Control"
"1610",70,"second_win","390",TRUE,"right",1,"3","first_time",0.85,"ct15",2.5,0.408163265306122,0,4,1,"Control","Control"
"1611",71,"second_win","423",FALSE,"left",0.5,"2","first_time",0.8625,"ct15",2.5,0.408163265306122,0,4,1,"Control","Control"
"1612",72,"second_win","410",FALSE,"left",0.5,"2","first_time",0.875,"ct15",2.5,0.408163265306122,0,4,1,"Control","Control"
"1613",73,"second_win","318",FALSE,"left",0.5,"2","first_time",0.8875,"ct15",2.5,0.408163265306122,0,4,1,"Control","Control"
"1614",74,"second_win","287",TRUE,"right",0,"3","first_time",0.8875,"ct15",2.5,0.408163265306122,0,4,1,"Control","Control"
"1615",75,"second_win","343",TRUE,"right",1,"3","first_time",0.9125,"ct15",2.5,0.408163265306122,0,4,0,"Control","Control"
"1616",76,"second_win","395",FALSE,"left",0.5,"2","first_time",0.925,"ct15",2.5,0.408163265306122,0,4,1,"Control","Control"
"1617",77,"second_win","333",FALSE,"left",0.5,"2","first_time",0.9375,"ct15",2.5,0.408163265306122,0,4,1,"Control","Control"
"1618",78,"second_win","688",FALSE,"left",0.5,"2","first_time",0.95,"ct15",2.5,0.408163265306122,0,4,1,"Control","Control"
"1619",79,"second_win","547",FALSE,"left",0.5,"2","first_time",0.9625,"ct15",2.5,0.408163265306122,0,4,1,"Control","Control"
"1620",80,"second_win","735",TRUE,"right",0,"3","first_time",0.9625,"ct15",2.5,0.408163265306122,0,4,1,"Control","Control"
"1621",81,"second_win","338",TRUE,"right",0,"3","first_time",0.9625,"ct15",2.5,0.408163265306122,0,5,0,"Control","Control"
"1622",82,"second_win","2196",TRUE,"right",1,"3","first_time",0.9875,"ct15",2.5,0.408163265306122,0,5,0,"Control","Control"
"1623",83,"second_win","663",FALSE,"left",0.5,"2","first_time",1,"ct15",2.5,0.408163265306122,0,5,1,"Control","Control"
"1624",84,"second_win","473",FALSE,"left",0.5,"2","first_time",1.0125,"ct15",2.5,0.408163265306122,0,5,1,"Control","Control"
"1625",85,"second_win","2060",TRUE,"right",1,"3","first_time",1.0375,"ct15",2.5,0.408163265306122,0,5,1,"Control","Control"
"1626",86,"second_win","383",FALSE,"left",0.5,"2","first_time",1.05,"ct15",2.5,0.408163265306122,0,5,1,"Control","Control"
"1627",87,"second_win","352",FALSE,"left",0.5,"2","first_time",1.0625,"ct15",2.5,0.408163265306122,0,5,1,"Control","Control"
"1628",88,"second_win","403",TRUE,"right",1,"3","first_time",1.0875,"ct15",2.5,0.408163265306122,0,5,1,"Control","Control"
"1629",89,"second_win","329",FALSE,"left",0.5,"2","first_time",1.1,"ct15",2.5,0.408163265306122,0,5,1,"Control","Control"
"1630",90,"second_win","395",FALSE,"left",0.5,"2","first_time",1.1125,"ct15",2.5,0.408163265306122,0,5,1,"Control","Control"
"1631",91,"second_win","555",TRUE,"right",0,"3","first_time",1.1125,"ct15",2.5,0.408163265306122,0,5,1,"Control","Control"
"1632",92,"second_win","430",TRUE,"right",0,"3","first_time",1.1125,"ct15",2.5,0.408163265306122,0,5,0,"Control","Control"
"1633",93,"second_win","1008",TRUE,"right",0,"3","first_time",1.1125,"ct15",2.5,0.408163265306122,0,5,0,"Control","Control"
"1634",94,"second_win","448",TRUE,"right",0,"3","first_time",1.1125,"ct15",2.5,0.408163265306122,0,5,0,"Control","Control"
"1635",95,"second_win","579",TRUE,"right",0,"3","first_time",1.1125,"ct15",2.5,0.408163265306122,0,5,0,"Control","Control"
"1636",96,"second_win","406",TRUE,"right",0,"3","first_time",1.1125,"ct15",2.5,0.408163265306122,0,5,0,"Control","Control"
"1637",97,"second_win","280",FALSE,"left",0.5,"2","first_time",1.125,"ct15",2.5,0.408163265306122,0,5,0,"Control","Control"
"1638",98,"second_win","489",FALSE,"left",0.5,"2","first_time",1.1375,"ct15",2.5,0.408163265306122,0,5,0,"Control","Control"
"1639",99,"second_win","395",TRUE,"right",0,"3","first_time",1.1375,"ct15",2.5,0.408163265306122,0,5,0,"Control","Control"
"1640",100,"second_win","220",FALSE,"left",0.5,"2","first_time",1.15,"ct15",2.5,0.408163265306122,0,5,0,"Control","Control"
"1651",1,"first_win","2479",TRUE,"left",1,"3","first_time",0.025,"ct16",2.5,0.58,0,1,NA,"Control","Control"
"1652",2,"first_win","1629",FALSE,"right",0.5,"2","first_time",0.0375,"ct16",2.5,0.58,0,1,1,"Control","Control"
"1653",3,"first_win","844",TRUE,"left",0,"3","first_time",0.0375,"ct16",2.5,0.58,0,1,1,"Control","Control"
"1654",4,"first_win","1496",TRUE,"left",1,"3","first_time",0.0625,"ct16",2.5,0.58,0,1,0,"Control","Control"
"1655",5,"first_win","877",FALSE,"right",0.5,"2","first_time",0.075,"ct16",2.5,0.58,0,1,1,"Control","Control"
"1656",6,"first_win","1473",FALSE,"right",0.5,"2","first_time",0.0875,"ct16",2.5,0.58,0,1,1,"Control","Control"
"1657",7,"first_win","1781",TRUE,"left",0,"3","first_time",0.0875,"ct16",2.5,0.58,0,1,1,"Control","Control"
"1658",8,"first_win","891",FALSE,"right",0.5,"2","first_time",0.1,"ct16",2.5,0.58,0,1,0,"Control","Control"
"1659",9,"first_win","680",TRUE,"left",0,"3","first_time",0.1,"ct16",2.5,0.58,0,1,0,"Control","Control"
"1660",10,"first_win","540",FALSE,"right",0.5,"2","first_time",0.1125,"ct16",2.5,0.58,0,1,0,"Control","Control"
"1661",11,"first_win","750",TRUE,"left",1,"3","first_time",0.1375,"ct16",2.5,0.58,0,1,0,"Control","Control"
"1662",12,"first_win","791",FALSE,"right",0.5,"2","first_time",0.15,"ct16",2.5,0.58,0,1,1,"Control","Control"
"1663",13,"first_win","362",FALSE,"right",0.5,"2","first_time",0.1625,"ct16",2.5,0.58,0,1,1,"Control","Control"
"1664",14,"first_win","318",TRUE,"left",0,"3","first_time",0.1625,"ct16",2.5,0.58,0,1,1,"Control","Control"
"1665",15,"first_win","321",FALSE,"right",0.5,"2","first_time",0.175,"ct16",2.5,0.58,0,1,0,"Control","Control"
"1666",16,"first_win","1124",FALSE,"right",0.5,"2","first_time",0.1875,"ct16",2.5,0.58,0,1,0,"Control","Control"
"1667",17,"first_win","313",TRUE,"left",0,"3","first_time",0.1875,"ct16",2.5,0.58,0,1,0,"Control","Control"
"1668",18,"first_win","378",FALSE,"right",0.5,"2","first_time",0.2,"ct16",2.5,0.58,0,1,0,"Control","Control"
"1669",19,"first_win","236",TRUE,"left",0,"3","first_time",0.2,"ct16",2.5,0.58,0,1,0,"Control","Control"
"1670",20,"first_win","0",FALSE,"right",0.5,"2","first_time",0.2125,"ct16",2.5,0.58,0,1,0,"Control","Control"
"1671",21,"first_win","386",TRUE,"left",1,"3","first_time",0.2375,"ct16",2.5,0.58,0,2,0,"Control","Control"
"1672",22,"first_win","170",FALSE,"right",0.5,"2","first_time",0.25,"ct16",2.5,0.58,0,2,1,"Control","Control"
"1673",23,"first_win","194",FALSE,"right",0.5,"2","first_time",0.2625,"ct16",2.5,0.58,0,2,1,"Control","Control"
"1674",24,"first_win","263",TRUE,"left",0,"3","first_time",0.2625,"ct16",2.5,0.58,0,2,1,"Control","Control"
"1675",25,"first_win","954",TRUE,"left",1,"3","first_time",0.2875,"ct16",2.5,0.58,0,2,0,"Control","Control"
"1676",26,"first_win","270",TRUE,"left",1,"3","first_time",0.3125,"ct16",2.5,0.58,0,2,1,"Control","Control"
"1677",27,"first_win","453",TRUE,"left",0,"3","first_time",0.3125,"ct16",2.5,0.58,0,2,1,"Control","Control"
"1678",28,"first_win","331",TRUE,"left",1,"3","first_time",0.3375,"ct16",2.5,0.58,0,2,0,"Control","Control"
"1679",29,"first_win","79",TRUE,"left",1,"3","first_time",0.3625,"ct16",2.5,0.58,0,2,1,"Control","Control"
"1680",30,"first_win","1142",TRUE,"left",0,"3","first_time",0.3625,"ct16",2.5,0.58,0,2,1,"Control","Control"
"1681",31,"first_win","156",TRUE,"left",1,"3","first_time",0.3875,"ct16",2.5,0.58,0,2,0,"Control","Control"
"1682",32,"first_win","559",TRUE,"left",1,"3","first_time",0.4125,"ct16",2.5,0.58,0,2,1,"Control","Control"
"1683",33,"first_win","210",TRUE,"left",0,"3","first_time",0.4125,"ct16",2.5,0.58,0,2,1,"Control","Control"
"1684",34,"first_win","140",TRUE,"left",1,"3","first_time",0.4375,"ct16",2.5,0.58,0,2,0,"Control","Control"
"1685",35,"first_win","1120",TRUE,"left",0,"3","first_time",0.4375,"ct16",2.5,0.58,0,2,1,"Control","Control"
"1686",36,"first_win","35",TRUE,"left",1,"3","first_time",0.4625,"ct16",2.5,0.58,0,2,0,"Control","Control"
"1687",37,"first_win","870",TRUE,"left",0,"3","first_time",0.4625,"ct16",2.5,0.58,0,2,1,"Control","Control"
"1688",38,"first_win","1",TRUE,"left",1,"3","first_time",0.4875,"ct16",2.5,0.58,0,2,0,"Control","Control"
"1689",39,"first_win","1103",TRUE,"left",0,"3","first_time",0.4875,"ct16",2.5,0.58,0,2,1,"Control","Control"
"1690",40,"first_win","167",TRUE,"left",1,"3","first_time",0.5125,"ct16",2.5,0.58,0,2,0,"Control","Control"
"1691",41,"first_win","1000",TRUE,"left",0,"3","first_time",0.5125,"ct16",2.5,0.58,0,3,1,"Control","Control"
"1692",42,"first_win","557",TRUE,"left",1,"3","first_time",0.5375,"ct16",2.5,0.58,0,3,0,"Control","Control"
"1693",43,"first_win","0",TRUE,"left",0,"3","first_time",0.5375,"ct16",2.5,0.58,0,3,1,"Control","Control"
"1694",44,"first_win","1458",TRUE,"left",1,"3","first_time",0.5625,"ct16",2.5,0.58,0,3,0,"Control","Control"
"1695",45,"first_win","277",FALSE,"right",0.5,"2","first_time",0.575,"ct16",2.5,0.58,0,3,1,"Control","Control"
"1696",46,"first_win","679",TRUE,"left",1,"3","first_time",0.6,"ct16",2.5,0.58,0,3,1,"Control","Control"
"1697",47,"first_win","202",FALSE,"right",0.5,"2","first_time",0.6125,"ct16",2.5,0.58,0,3,1,"Control","Control"
"1698",48,"first_win","542",TRUE,"left",1,"3","first_time",0.6375,"ct16",2.5,0.58,0,3,1,"Control","Control"
"1699",49,"first_win","18",FALSE,"right",0.5,"2","first_time",0.65,"ct16",2.5,0.58,0,3,1,"Control","Control"
"1700",50,"first_win","33",TRUE,"left",1,"3","first_time",0.675,"ct16",2.5,0.58,0,3,1,"Control","Control"
"1701",51,"first_win","0",FALSE,"right",0.5,"2","first_time",0.6875,"ct16",2.5,0.58,0,3,1,"Control","Control"
"1702",52,"first_win","871",TRUE,"left",1,"3","first_time",0.7125,"ct16",2.5,0.58,0,3,1,"Control","Control"
"1703",53,"first_win","682",FALSE,"right",0.5,"2","first_time",0.725,"ct16",2.5,0.58,0,3,1,"Control","Control"
"1704",54,"first_win","924",TRUE,"left",0,"3","first_time",0.725,"ct16",2.5,0.58,0,3,1,"Control","Control"
"1705",55,"first_win","1054",TRUE,"left",0,"3","first_time",0.725,"ct16",2.5,0.58,0,3,0,"Control","Control"
"1706",56,"first_win","1461",TRUE,"left",0,"3","first_time",0.725,"ct16",2.5,0.58,0,3,0,"Control","Control"
"1707",57,"first_win","274",FALSE,"right",0.5,"2","first_time",0.7375,"ct16",2.5,0.58,0,3,0,"Control","Control"
"1708",58,"first_win","532",TRUE,"left",1,"3","first_time",0.7625,"ct16",2.5,0.58,0,3,0,"Control","Control"
"1709",59,"first_win","488",FALSE,"right",0.5,"2","first_time",0.775,"ct16",2.5,0.58,0,3,1,"Control","Control"
"1710",60,"first_win","31",TRUE,"left",0,"3","first_time",0.775,"ct16",2.5,0.58,0,3,1,"Control","Control"
"1711",61,"first_win","1298",TRUE,"left",1,"3","first_time",0.8,"ct16",2.5,0.58,0,4,0,"Control","Control"
"1712",62,"first_win","250",FALSE,"right",0.5,"2","first_time",0.8125,"ct16",2.5,0.58,0,4,1,"Control","Control"
"1713",63,"first_win","955",TRUE,"left",1,"3","first_time",0.8375,"ct16",2.5,0.58,0,4,1,"Control","Control"
"1714",64,"first_win","91",FALSE,"right",0.5,"2","first_time",0.85,"ct16",2.5,0.58,0,4,1,"Control","Control"
"1715",65,"first_win","1",TRUE,"left",1,"3","first_time",0.875,"ct16",2.5,0.58,0,4,1,"Control","Control"
"1716",66,"first_win","303",FALSE,"right",0.5,"2","first_time",0.8875,"ct16",2.5,0.58,0,4,1,"Control","Control"
"1717",67,"first_win","1073",TRUE,"left",1,"3","first_time",0.9125,"ct16",2.5,0.58,0,4,1,"Control","Control"
"1718",68,"first_win","419",TRUE,"left",0,"3","first_time",0.9125,"ct16",2.5,0.58,0,4,1,"Control","Control"
"1719",69,"first_win","231",TRUE,"left",1,"3","first_time",0.9375,"ct16",2.5,0.58,0,4,0,"Control","Control"
"1720",70,"first_win","0",FALSE,"right",0.5,"2","first_time",0.95,"ct16",2.5,0.58,0,4,1,"Control","Control"
"1721",71,"first_win","271",TRUE,"left",1,"3","first_time",0.975,"ct16",2.5,0.58,0,4,1,"Control","Control"
"1722",72,"first_win","99",FALSE,"right",0.5,"2","first_time",0.9875,"ct16",2.5,0.58,0,4,1,"Control","Control"
"1723",73,"first_win","954",TRUE,"left",0,"3","first_time",0.9875,"ct16",2.5,0.58,0,4,1,"Control","Control"
"1724",74,"first_win","210",TRUE,"left",1,"3","first_time",1.0125,"ct16",2.5,0.58,0,4,0,"Control","Control"
"1725",75,"first_win","120",FALSE,"right",0.5,"2","first_time",1.025,"ct16",2.5,0.58,0,4,1,"Control","Control"
"1726",76,"first_win","0",TRUE,"left",1,"3","first_time",1.05,"ct16",2.5,0.58,0,4,1,"Control","Control"
"1727",77,"first_win","144",FALSE,"right",0.5,"2","first_time",1.0625,"ct16",2.5,0.58,0,4,1,"Control","Control"
"1728",78,"first_win","19",TRUE,"left",0,"3","first_time",1.0625,"ct16",2.5,0.58,0,4,1,"Control","Control"
"1729",79,"first_win","0",TRUE,"left",1,"3","first_time",1.0875,"ct16",2.5,0.58,0,4,0,"Control","Control"
"1730",80,"first_win","795",TRUE,"left",1,"3","first_time",1.1125,"ct16",2.5,0.58,0,4,1,"Control","Control"
"1731",81,"first_win","61",FALSE,"right",0.5,"2","first_time",1.125,"ct16",2.5,0.58,0,5,1,"Control","Control"
"1732",82,"first_win","84",TRUE,"left",1,"3","first_time",1.15,"ct16",2.5,0.58,0,5,1,"Control","Control"
"1733",83,"first_win","536",TRUE,"left",1,"3","first_time",1.175,"ct16",2.5,0.58,0,5,1,"Control","Control"
"1734",84,"first_win","192",FALSE,"right",0.5,"2","first_time",1.1875,"ct16",2.5,0.58,0,5,1,"Control","Control"
"1735",85,"first_win","1",TRUE,"left",0,"3","first_time",1.1875,"ct16",2.5,0.58,0,5,1,"Control","Control"
"1736",86,"first_win","231",TRUE,"left",0,"3","first_time",1.1875,"ct16",2.5,0.58,0,5,0,"Control","Control"
